0,2328080954,Thu Jun 25 09:08:43 PDT 2009,NO_QUERY,carloscosta78,Just got in to work  
0,2328081136,Thu Jun 25 09:08:44 PDT 2009,NO_QUERY,LaBellaShony,@MatthewStClair i knoooooooo!!!! lol 
0,2328081226,Thu Jun 25 09:08:46 PDT 2009,NO_QUERY,Awallacereject,"Hey guys! I'm up preparing for my new tour! I'm so excited, but I have to wake up early.  Follow me!"
0,2328081258,Thu Jun 25 09:08:45 PDT 2009,NO_QUERY,mattisnotarobot,@iammercymedical I can't access Jo Blo at work 
0,2328081443,Thu Jun 25 09:08:46 PDT 2009,NO_QUERY,LOLproductions4,Andrea got separators on her teeth 
0,2328081571,Thu Jun 25 09:08:46 PDT 2009,NO_QUERY,SamentaBose,Felix will leave school. So sad about that  I will miss him .
0,2328082038,Thu Jun 25 09:08:48 PDT 2009,NO_QUERY,kelsieblake,@stephlandry awh poop  i hope you feel better.
0,2328082447,Thu Jun 25 09:08:50 PDT 2009,NO_QUERY,GabbieKocann,@THEWORLD! NO!!  my family favors my sister. all i have is my grandma and cat. and they both don't speak english!
0,2328082711,Thu Jun 25 09:08:51 PDT 2009,NO_QUERY,ksheer,is getting sick of the spects... some1 tell me how to see better plz 
0,2328082756,Thu Jun 25 09:08:51 PDT 2009,NO_QUERY,eunnice7,"summer just started and its not going good so far. cant wait to go out tonight, i really need to just chill with the new yorkers. "
0,2328083031,Thu Jun 25 09:08:52 PDT 2009,NO_QUERY,KimiBananas,@tequilasam that sucks. then tweetdeck isnt so convenient 
0,2328083040,Thu Jun 25 09:08:53 PDT 2009,NO_QUERY,nabiolala,"it's 23.07pm, What? 23? hua fuck of this but still love "
0,2328083143,Thu Jun 25 09:08:53 PDT 2009,NO_QUERY,AminatJ,"and i feel soooo jealous of ppl who get to go to more than one jb concert in a period of 2-3 months  god, i cant wait to get a job!"
0,2328083479,Thu Jun 25 09:08:55 PDT 2009,NO_QUERY,karlus,"&quot;Welcome to the Titanium Mobile closed beta&quot;... now, if i only had the time "
0,2328083520,Thu Jun 25 09:08:55 PDT 2009,NO_QUERY,ErikaLehmann,"@FierceHugs NOOOO, no brownies yet.  I'm sorely disappointed too.    I'm not sure any brownies can top hers!"
0,2328083721,Thu Jun 25 09:08:56 PDT 2009,NO_QUERY,SimonScholes,@rach_e Looked at them but they are ¡ê30 more so was hoping to try and save myself a few quid. Not look likely though 
0,2328083791,Thu Jun 25 09:08:56 PDT 2009,NO_QUERY,beckybootsx,"@danipoynterjudd once again, you make me very very sad  maybe i should stop with the witty replies and just keep pestering them. lol"
0,2328084004,Thu Jun 25 09:08:57 PDT 2009,NO_QUERY,adetteskie,that doggone hermes dogon wallet is haunting me! must resist ... 
0,2328084637,Thu Jun 25 09:09:00 PDT 2009,NO_QUERY,RogueKnits,Sigh. Just ordered lunch for delivery. Chained to the desk until Verizon shows up. May not be until 2:00 now.  
0,2328084799,Thu Jun 25 09:09:01 PDT 2009,NO_QUERY,haleymillfred,"Oh, also, I'm eating then going to another doctors appointment. "
0,2328084877,Thu Jun 25 09:09:01 PDT 2009,NO_QUERY,ashcowley,Just had neighbour in telling me how she didnt sleep on Tue cause of my dog  feel guilty!!
0,2328084962,Thu Jun 25 09:09:02 PDT 2009,NO_QUERY,SiraBah,@ideshab thanks mama i shall i wish u were going with 
0,2328085128,Thu Jun 25 09:09:02 PDT 2009,NO_QUERY,gduggan33,Off to work then to put my apt complex in check bc they dont know how to file important info. Now they say i owe money 
0,2328085130,Thu Jun 25 09:09:02 PDT 2009,NO_QUERY,queritor,Yum!  Nescafe Frappes are good!  (I should be working.  Not drinking.  Not tweeting.  But... but... but....  Oh.  )
0,2328085307,Thu Jun 25 09:09:03 PDT 2009,NO_QUERY,Evilpaintball,My SAT scores suck 
0,2328085435,Thu Jun 25 09:09:04 PDT 2009,NO_QUERY,francesolimpo,It is pouring outside and I forgot to bring my umbrella. 
0,2328085702,Thu Jun 25 09:09:05 PDT 2009,NO_QUERY,UnderoathBand,Good morning all! It's a beautiful 65 degrees in LA. We just woke up and are playing another tv show in an hour. Mornings= 
